SES_Score,HealthIndicator,cluster
48.0,28.0,0
80.78,27.0,1
69.82,27.0,1
95.97,28.0,1
72.88,26.0,1
57.15,26.0,0
93.0,28.0,1
100.0,27.0,1
97.0,28.0,1
43.0,28.0,0
89.82,34.0,1
54.58,28.0,0
54.82,29.0,0
84.02,27.0,1
84.6,29.0,1
73.44,25.0,1
87.31,25.0,1
47.82,30.0,0
85.92,29.0,1
71.82,25.0,1
93.0,27.0,1
50.65,28.0,0
59.0,28.0,0
87.82,29.0,1
68.68,29.0,1
68.0,30.0,1
96.47,25.0,1
82.0,29.0,1
44.97,28.0,0
74.0,27.0,1
44.17,28.0,0
98.92,28.0,1
91.68,29.0,1
51.82,28.0,0
85.03,25.0,1
91.0,28.0,1
65.16,26.0,0
99.51,25.0,1
80.0,24.0,1
59.0,25.0,0
85.06,28.0,1
79.08,29.0,1
84.48,26.0,1
89.21,27.0,1
50.88,29.0,0
61.55,28.0,0
39.92,27.0,0
49.0,30.0,0
71.46,29.0,1
85.82,26.0,1
88.46,28.0,1
88.55,29.0,1
86.44,29.0,1
39.48,29.0,0
74.82,30.0,1
87.61,26.0,1
50.0,31.0,0
93.12,25.0,1
48.0,30.0,0
86.0,26.0,1
37.82,29.0,0
88.0,29.0,1
71.62,29.0,1
99.82,28.0,1
50.0,29.0,0
84.82,27.0,1
74.82,29.0,1
77.82,30.0,1
68.02,26.0,1
94.0,24.0,1
63.3,30.0,0
66.47,28.0,0
96.43,25.0,1
70.51,27.0,1
60.0,28.0,0
47.89,28.0,0
89.78,27.0,1
76.0,28.0,1
54.23,29.0,0
84.0,36.0,1
36.519999999999996,29.0,0
50.0,30.0,0
93.16,23.0,1
97.84,27.0,1
88.0,26.0,1
76.31,26.0,1
92.47,26.0,1
87.65,27.0,1
56.0,27.0,0
68.94,29.0,1
85.82,29.0,1
31.74,29.0,0
94.58,28.0,1
77.0,28.0,1
74.6,26.0,1
45.07,27.0,0
82.0,28.0,1
42.31,37.0,0
35.83,28.0,0
56.42,29.0,0
66.0,28.0,0
35.82,28.0,0
89.12,27.0,1
70.15,25.0,1
91.77,29.0,1
78.06,28.0,1
87.82,26.0,1
76.0,28.0,1
82.33,29.0,1
60.0,29.0,0
54.54,27.0,0
62.82,28.0,0
76.0,29.0,1
37.0,29.0,0
79.56,30.0,1
48.14,28.0,0
81.42,28.0,1
77.0,29.0,1
93.37,26.0,1
85.61,28.0,1
82.82,27.0,1
64.16,28.0,0
72.41,28.0,1
40.87,26.0,0
96.36,26.0,1
42.0,28.0,0
81.47,24.0,1
33.739999999999995,29.0,0
43.19,28.0,0
86.0,27.0,1
79.82,27.0,1
80.8,26.0,1
58.0,29.0,0
71.0,26.0,1
84.31,26.0,1
82.18,28.0,1
50.0,30.0,0
98.0,28.0,1
78.82,29.0,1
86.06,29.0,1
75.0,27.0,1
43.24,28.0,0
80.82,29.0,1
58.48,27.0,0
88.0,29.0,1
37.44,28.0,0
36.3,27.0,0
92.71,27.0,1
96.82,27.0,1
52.82,26.0,0
81.06,29.0,1
41.0,29.0,0
80.0,30.0,1
75.82,29.0,1
55.82,29.0,0
151.82,30.0,1
74.0,24.0,1
72.82,26.0,1
91.71,26.0,1
86.82,29.0,1
83.94,29.0,1
86.04,29.0,1
82.07,29.0,1
71.91,23.0,1
88.0,29.0,1
79.66,27.0,1
57.0,27.0,0
101.88,27.0,1
53.83,29.0,0
90.49,26.0,1
77.82,28.0,1
57.77,28.0,0
100.0,29.0,1
99.73,34.0,1
83.12,26.0,1
78.0,27.0,1
68.68,29.0,1
94.0,27.0,1
95.95,26.0,1
84.21,29.0,1
76.12,26.0,1
78.77,26.0,1
59.52,33.0,0
84.13,26.0,1
81.95,27.0,1
61.82,27.0,0
84.21,25.0,1
77.98,29.0,1
52.0,27.0,0
51.82,28.0,0
84.31,26.0,1
62.0,28.0,0
70.82,26.0,1
95.97,25.0,1
58.0,27.0,0
40.0,27.0,0
97.69,26.0,1
77.82,27.0,1
73.0,27.0,1
46.82,28.0,0
41.19,30.0,0
70.03,29.0,1
97.87,26.0,1
70.56,28.0,1
43.58,26.0,0
72.0,28.0,1
84.19,27.0,1
41.34,29.0,0
100.0,25.0,1
35.94,29.0,0
85.75,29.0,1
79.69,35.0,1
99.0,29.0,1
64.82,29.0,0
60.96,28.0,0
66.0,27.0,0
86.56,27.0,1
74.0,26.0,1
71.57,21.0,1
54.82,27.0,0
73.03,26.0,1
103.92,30.0,1
57.0,29.0,0
49.47,28.0,0
51.82,29.0,0
75.77,28.0,1
66.50999999999999,28.0,0
85.37,29.0,1
95.5,24.0,1
73.3,26.0,1
85.0,28.0,1
84.62,27.0,1
49.61,27.0,0
43.17,28.0,0
46.06,29.0,0
90.39,27.0,1
75.0,25.0,1
86.0,25.0,1
54.82,29.0,0
76.0,26.0,1
70.66,28.0,1
93.0,27.0,1
70.0,28.0,1
83.62,28.0,1
94.06,25.0,1
62.82,29.0,0
44.82,29.0,0
85.82,29.0,1
67.74000000000001,27.0,0
44.82,30.0,0
58.15,27.0,0
77.88,27.0,1
58.0,29.0,0
47.17,29.0,0
75.02,29.0,1
65.0,27.0,0
80.56,29.0,1
49.72,28.0,0
69.99000000000001,35.0,1
83.82,29.0,1
76.0,28.0,1
94.58,35.0,1
33.370000000000005,34.0,0
49.6,29.0,0
72.0,28.0,1
73.1,29.0,1
72.82,25.0,1
99.16,27.0,1
75.92,27.0,1
82.0,25.0,1
89.81,34.0,1
65.49000000000001,30.0,0
96.0,28.0,1
51.41,29.0,0
89.43,27.0,1
48.37,28.0,0
89.81,29.0,1
92.0,28.0,1
89.06,28.0,1
82.82,28.0,1
98.04,31.0,1
64.0,27.0,0
69.4,27.0,1
72.0,30.0,1
84.0,28.0,1
90.0,27.0,1
55.46,27.0,0
72.82,26.0,1
76.86,25.0,1
55.0,27.0,0
47.82,29.0,0
97.0,28.0,1
78.92,27.0,1
61.0,29.0,0
79.85,30.0,1
69.0,28.0,1
95.82,25.0,1
81.82,29.0,1
62.0,29.0,0
91.34,26.0,1
79.0,30.0,1
94.0,25.0,1
82.0,26.0,1
68.0,25.0,1
51.82,29.0,0
103.05,27.0,1
59.15,29.0,0
72.55,27.0,1
91.58,28.0,1
69.16,28.0,1
61.62,29.0,0
87.0,29.0,1
39.0,28.0,0
96.36,26.0,1
96.82,29.0,1
95.76,27.0,1
73.0,28.0,1
52.91,29.0,0
88.14,25.0,1
87.28,26.0,1
81.0,30.0,1
40.21,28.0,0
40.82,28.0,0
103.0,28.0,1
87.57,27.0,1
91.0,28.0,1
79.88,27.0,1
68.69,29.0,1
49.67,27.0,0
85.71,28.0,1
68.33,25.0,1
62.0,29.0,0
74.09,29.0,1
75.43,34.0,1
62.0,27.0,0
71.78,26.0,1
75.0,28.0,1
59.46,26.0,0
60.0,30.0,0
64.0,28.0,0
57.0,27.0,0
56.0,28.0,0
49.0,28.0,0
40.74,29.0,0
61.42,28.0,0
57.09,30.0,0
87.32,25.0,1
95.82,36.0,1
44.82,28.0,0
43.73,27.0,0
60.0,30.0,0
59.46,30.0,0
67.45,29.0,0
71.0,28.0,1
66.03999999999999,30.0,0
61.9,27.0,0
49.89,28.0,0
54.76,26.0,0
91.0,28.0,1
89.31,27.0,1
85.03,29.0,1
52.34,28.0,0
102.0,27.0,1
81.77,28.0,1
69.15,27.0,1
99.25,29.0,1
65.83,27.0,0
66.03999999999999,28.0,0
43.82,27.0,0
92.31,27.0,1
91.55,27.0,1
94.82,22.0,1
73.0,28.0,1
78.82,28.0,1
81.55,23.0,1
62.0,28.0,0
65.0,28.0,0
42.0,28.0,0
31.03,29.0,0
55.43,28.0,0
100.0,28.0,1
62.82,26.0,0
32.58,29.0,0
84.0,29.0,1
87.86,25.0,1
71.0,29.0,1
89.4,25.0,1
50.0,30.0,0
90.19,28.0,1
53.87,27.0,0
72.82,29.0,1
72.66,23.0,1
76.64,28.0,1
75.8,29.0,1
83.29,27.0,1
74.53,26.0,1
77.0,28.0,1
45.94,29.0,0
79.87,24.0,1
69.0,26.0,1
101.0,26.0,1
61.41,28.0,0
82.32,27.0,1
93.47,28.0,1
54.13,27.0,0
95.55,27.0,1
37.39,30.0,0
47.97,27.0,0
67.78,29.0,0
59.33,27.0,0
77.0,28.0,1
91.38,28.0,1
84.42,26.0,1
51.3,29.0,0
75.69,26.0,1
100.09,29.0,1
89.46,27.0,1
96.43,27.0,1
86.32,29.0,1
48.0,29.0,0
93.0,22.0,1
97.82,26.0,1
64.0,26.0,0
77.0,27.0,1
94.16,27.0,1
79.19,28.0,1
92.78,25.0,1
55.0,27.0,0
43.72,29.0,0
76.77,27.0,1
46.72,28.0,0
49.4,28.0,0
80.0,26.0,1
72.09,27.0,1
76.21,30.0,1
89.18,25.0,1
87.0,27.0,1
78.28,28.0,1
52.82,29.0,0
63.8,25.0,0
74.9,26.0,1
89.82,29.0,1
68.75,29.0,1
62.28,29.0,0
76.0,28.0,1
66.82,28.0,0
51.67,30.0,0
78.43,29.0,1
91.61,29.0,1
60.87,29.0,0
61.0,30.0,0
74.0,28.0,1
44.82,27.0,0
45.0,26.0,0
59.82,29.0,0
78.79,28.0,1
68.88,26.0,1
34.45,28.0,0
42.6,27.0,0
80.82,28.0,1
45.88,30.0,0
97.82,29.0,1
77.78,23.0,1
48.0,30.0,0
37.47,30.0,0
71.31,29.0,1
96.82,24.0,1
40.82,29.0,0
54.0,30.0,0
66.69,28.0,0
57.86,29.0,0
76.91,28.0,1
71.74000000000001,26.0,1
65.77000000000001,29.0,0
86.27,28.0,1
80.37,28.0,1
76.0,28.0,1
67.13,30.0,0
88.0,30.0,1
84.88,28.0,1
74.84,28.0,1
37.21,28.0,0
88.96,28.0,1
47.49,27.0,0
54.15,30.0,0
95.65,26.0,1
91.0,28.0,1
41.82,27.0,0
57.0,27.0,0
75.0,29.0,1
77.92,27.0,1
84.51,28.0,1
84.93,27.0,1
39.47,28.0,0
43.86,30.0,0
39.230000000000004,27.0,0
70.72,27.0,1
49.48,29.0,0
73.27,27.0,1
80.78,29.0,1
48.38,29.0,0
89.38,26.0,1
35.03,27.0,0
56.0,27.0,0
61.82,28.0,0
79.89,33.0,1
115.58,28.0,1
45.32,30.0,0
62.82,28.0,0
94.0,29.0,1
67.28999999999999,29.0,0
41.68,29.0,0
95.0,28.0,1
88.08,28.0,1
81.09,28.0,1
53.42,30.0,0
45.92,26.0,0
90.82,26.0,1
84.84,23.0,1
86.06,26.0,1
37.82,28.0,0
55.42,29.0,0
47.5,28.0,0
55.06,27.0,0
64.0,28.0,0
70.11,28.0,1
98.0,26.0,1
90.82,24.0,1
67.47,28.0,0
90.82,27.0,1
84.82,28.0,1
66.0,30.0,0
60.0,27.0,0
96.9,25.0,1
34.61,29.0,0
94.59,25.0,1
76.82,28.0,1
97.82,42.0,1
62.47,30.0,0
51.82,28.0,0
80.43,25.0,1
79.44,28.0,1
34.84,30.0,0
91.37,28.0,1
96.82,25.0,1
47.0,30.0,0
44.03,27.0,0
81.31,28.0,1
92.49,26.0,1
64.4,29.0,0
84.87,26.0,1
32.41,29.0,0
74.5,27.0,1
66.0,26.0,0
94.0,26.0,1
80.0,28.0,1
48.46,30.0,0
97.82,28.0,1
62.65,28.0,0
76.81,29.0,1
53.3,28.0,0
50.8,28.0,0
92.0,30.0,1
48.71,25.0,0
99.26,28.0,1
48.82,26.0,0
81.3,28.0,1
96.67,29.0,1
61.05,30.0,0
60.03,29.0,0
54.0,28.0,0
102.93,29.0,1
37.15,29.0,0
82.74,27.0,1
57.69,28.0,0
101.0,28.0,1
57.99,29.0,0
36.16,26.0,0
93.0,26.0,1
80.73,24.0,1
69.84,28.0,1
89.0,28.0,1
38.34,28.0,0
34.260000000000005,28.0,0
51.43,29.0,0
54.2,24.0,0
85.79,29.0,1
99.82,26.0,1
69.0,27.0,1
95.3,28.0,1
67.58,28.0,0
63.33,27.0,0
85.56,29.0,1
78.0,28.0,1
81.0,27.0,1
160.82,26.0,1
85.0,27.0,1
91.52,26.0,1
88.99,29.0,1
37.3,27.0,0
61.14,28.0,0
49.9,28.0,0
46.0,30.0,0
70.67,27.0,1
70.0,30.0,1
85.74,28.0,1
61.82,28.0,0
65.88,29.0,0
55.25,28.0,0
97.11,29.0,1
87.0,28.0,1
45.0,28.0,0
67.83,28.0,0
90.8,28.0,1
73.02,29.0,1
92.0,26.0,1
65.64,28.0,0
73.42,29.0,1
53.82,29.0,0
68.0,28.0,1
70.21,28.0,1
37.989999999999995,28.0,0
91.05,28.0,1
83.0,28.0,1
81.09,23.0,1
49.26,29.0,0
89.0,28.0,1
50.04,28.0,0
68.03,29.0,1
80.0,29.0,1
68.0,30.0,1
93.64,30.0,1
80.34,24.0,1
96.98,27.0,1
96.0,28.0,1
44.0,27.0,0
83.0,26.0,1
65.6,30.0,0
66.0,28.0,0
101.0,28.0,1
74.82,29.0,1
65.1,25.0,0
88.91,29.0,1
77.73,28.0,1
93.8,34.0,1
98.58,25.0,1
66.82,29.0,0
86.06,26.0,1
72.39,25.0,1
47.85,29.0,0
54.51,28.0,0
95.8,26.0,1
57.62,27.0,0
97.0,27.0,1
64.82,29.0,0
89.82,29.0,1
93.32,35.0,1
67.82,28.0,0
91.78,28.0,1
54.17,30.0,0
97.82,29.0,1
78.67,27.0,1
82.0,26.0,1
68.69,26.0,1
71.82,27.0,1
43.02,27.0,0
90.67,27.0,1
85.0,29.0,1
52.019999999999996,29.0,0
92.72,26.0,1
90.71,26.0,1
100.06,28.0,1
84.44,27.0,1
47.04,29.0,0
63.34,27.0,0
98.14,27.0,1
85.33,27.0,1
65.22999999999999,30.0,0
42.82,29.0,0
91.01,27.0,1
29.65,27.0,0
87.64,26.0,1
68.18,29.0,1
88.0,26.0,1
81.0,29.0,1
95.64,24.0,1
92.37,27.0,1
68.61,25.0,1
83.42,27.0,1
92.03,26.0,1
48.33,29.0,0
50.0,27.0,0
70.0,27.0,1
54.0,28.0,0
77.37,25.0,1
61.14,29.0,0
50.22,28.0,0
43.0,29.0,0
73.01,22.0,1
105.0,27.0,1
42.79,30.0,0
65.53,29.0,0
43.82,28.0,0
75.69,27.0,1
85.0,29.0,1
94.3,29.0,1
69.21000000000001,28.0,1
49.82,29.0,0
92.0,28.0,1
39.92,29.0,0
73.0,28.0,1
49.77,29.0,0
61.0,30.0,0
98.6,26.0,1
61.24,29.0,0
55.71,29.0,0
72.82,27.0,1
70.58,29.0,1
80.0,28.0,1
86.82,26.0,1
41.37,29.0,0
51.58,27.0,0
86.77,28.0,1
63.0,26.0,0
92.0,27.0,1
81.0,32.0,1
43.0,28.0,0
90.72,25.0,1
34.129999999999995,29.0,0
61.23,28.0,0
83.82,33.0,1
79.0,26.0,1
95.0,25.0,1
85.72,25.0,1
54.75,30.0,0
61.19,29.0,0
66.22,28.0,0
49.0,29.0,0
64.57,28.0,0
74.51,24.0,1
82.65,30.0,1
71.82,27.0,1
45.45,28.0,0
98.82,27.0,1
57.52,27.0,0
80.99,27.0,1
97.82,27.0,1
39.96,28.0,0
60.58,26.0,0
33.82,29.0,0
95.23,29.0,1
63.63,30.0,0
43.69,28.0,0
75.98,29.0,1
74.1,29.0,1
76.9,33.0,1
81.0,29.0,1
75.55,27.0,1
78.57,25.0,1
45.26,27.0,0
48.0,27.0,0
55.0,28.0,0
84.82,27.0,1
77.41,27.0,1
57.68,30.0,0
72.95,26.0,1
83.0,30.0,1
93.4,29.0,1
79.37,29.0,1
50.29,27.0,0
92.09,27.0,1
80.0,28.0,1
90.16,23.0,1
90.31,28.0,1
68.97999999999999,28.0,1
96.74,23.0,1
73.82,48.0,1
35.66,28.0,0
73.0,28.0,1
43.82,30.0,0
71.7,29.0,1
36.82,29.0,0
85.72,24.0,1
80.86,26.0,1
76.82,32.0,1
78.98,24.0,1
85.0,29.0,1
79.0,26.0,1
76.03,27.0,1
85.0,29.0,1
63.0,29.0,0
66.0,29.0,0
84.0,27.0,1
74.82,27.0,1
47.09,29.0,0
61.62,28.0,0
98.28,27.0,1
46.72,28.0,0
78.49,23.0,1
101.82,28.0,1
85.62,26.0,1
52.74,28.0,0
64.41,27.0,0
92.0,28.0,1
82.0,27.0,1
90.28,28.0,1
47.6,28.0,0
82.03,28.0,1
89.64,28.0,1
51.12,26.0,0
54.02,28.0,0
62.63,27.0,0
91.37,28.0,1
71.82,29.0,1
90.87,27.0,1
50.0,27.0,0
90.82,28.0,1
67.0,30.0,0
97.0,28.0,1
92.47,28.0,1
67.72,25.0,0
91.18,26.0,1
80.0,30.0,1
66.0,29.0,0
90.69,26.0,1
52.0,28.0,0
89.16,29.0,1
95.82,27.0,1
85.51,27.0,1
82.0,27.0,1
69.42,28.0,1
94.82,25.0,1
48.8,28.0,0
66.59,26.0,0
57.08,28.0,0
69.88,28.0,1
97.0,29.0,1
85.0,28.0,1
65.82,29.0,0
74.55,27.0,1
72.56,29.0,1
85.0,28.0,1
81.0,26.0,1
50.0,30.0,0
54.18,25.0,0
45.37,29.0,0
32.29,28.0,0
49.26,28.0,0
86.0,30.0,1
51.0,30.0,0
71.71000000000001,28.0,1
50.93,29.0,0
48.75,29.0,0
83.47,25.0,1
66.0,27.0,0
72.82,28.0,1
68.82,27.0,1
48.82,29.0,0
39.82,27.0,0
84.82,25.0,1
81.4,28.0,1
63.0,28.0,0
53.69,28.0,0
35.66,29.0,0
52.66,28.0,0
73.82,28.0,1
91.0,28.0,1
79.68,26.0,1
95.16,27.0,1
51.82,29.0,0
60.22,27.0,0
34.519999999999996,28.0,0
65.0,29.0,0
48.62,29.0,0
53.0,26.0,0
49.41,27.0,0
67.1,26.0,0
73.82,27.0,1
91.18,28.0,1
76.0,28.0,1
81.82,29.0,1
62.05,29.0,0
81.01,24.0,1
84.09,24.0,1
49.87,27.0,0
47.91,28.0,0
62.0,29.0,0
58.88,28.0,0
49.78,29.0,0
76.82,28.0,1
47.26,28.0,0
76.82,28.0,1
35.68,29.0,0
99.42,26.0,1
56.0,29.0,0
97.0,29.0,1
65.69,25.0,0
91.0,28.0,1
80.65,24.0,1
70.74000000000001,26.0,1
40.1,28.0,0
42.26,29.0,0
70.0,30.0,1
55.0,29.0,0
43.37,29.0,0
36.82,27.0,0
54.52,28.0,0
42.24,27.0,0
44.21,28.0,0
51.68,29.0,0
49.82,26.0,0
95.55,28.0,1
68.88,28.0,1
45.0,30.0,0
78.38,29.0,1
47.0,29.0,0
36.92,29.0,0
61.05,27.0,0
49.0,28.0,0
42.0,30.0,0
52.01,29.0,0
87.6,27.0,1
92.75,27.0,1
66.56,30.0,0
36.28,27.0,0
73.52,30.0,1
73.91,26.0,1
69.82,28.0,1
91.82,26.0,1
95.55,28.0,1
57.83,30.0,0
73.27,27.0,1
34.09,28.0,0
75.82,27.0,1
95.82,28.0,1
82.52,35.0,1
65.15,28.0,0
49.3,30.0,0
42.42,29.0,0
54.0,29.0,0
75.7,31.0,1
69.16,29.0,1
84.82,29.0,1
60.54,29.0,0
47.0,29.0,0
84.42,25.0,1
95.94,27.0,1
38.82,30.0,0
82.34,30.0,1
104.0,24.0,1
73.0,29.0,1
60.7,30.0,0
49.85,28.0,0
54.19,29.0,0
70.0,28.0,1
38.75,27.0,0
81.86,25.0,1
65.33,29.0,0
46.82,29.0,0
75.36,25.0,1
69.2,25.0,1
96.0,28.0,1
95.77,25.0,1
52.62,29.0,0
43.82,29.0,0
95.82,27.0,1
71.08,29.0,1
78.37,24.0,1
65.0,30.0,0
35.96,29.0,0
86.79,28.0,1
32.47,27.0,0
35.39,29.0,0
54.05,29.0,0
68.92,27.0,1
64.82,28.0,0
87.01,27.0,1
92.79,30.0,1
60.55,28.0,0
41.1,29.0,0
86.82,28.0,1
39.73,28.0,0
44.37,29.0,0
49.83,27.0,0
39.82,27.0,0
62.82,28.0,0
33.91,25.0,0
86.74,23.0,1
85.0,28.0,1
68.89,28.0,1
56.1,29.0,0
59.82,28.0,0
40.82,30.0,0
71.13,30.0,1
62.0,25.0,0
62.94,27.0,0
39.82,28.0,0
54.3,25.0,0
81.33,29.0,1
67.82,29.0,0
102.82,28.0,1
91.59,24.0,1
39.34,28.0,0
72.6,28.0,1
44.82,30.0,0
52.91,28.0,0
71.0,28.0,1
76.88,27.0,1
44.4,30.0,0
66.22,30.0,0
78.62,28.0,1
88.0,29.0,1
50.28,29.0,0
84.82,35.0,1
91.53,28.0,1
101.0,29.0,1
94.35,25.0,1
91.0,27.0,1
76.82,28.0,1
80.32,25.0,1
67.16,27.0,0
96.85,28.0,1
59.29,26.0,0
33.16,29.0,0
86.1,31.0,1
64.5,27.0,0
38.47,27.0,0
87.82,28.0,1
79.82,23.0,1
77.63,28.0,1
65.83,27.0,0
46.17,29.0,0
45.95,27.0,0
47.26,29.0,0
57.17,28.0,0
81.0,27.0,1
43.74,30.0,0
81.12,28.0,1
86.66,26.0,1
75.32,24.0,1
62.0,30.0,0
90.17,27.0,1
85.0,27.0,1
52.8,26.0,0
75.51,28.0,1
91.04,27.0,1
52.56,28.0,0
51.14,29.0,0
79.32,29.0,1
78.4,29.0,1
67.0,29.0,0
66.0,27.0,0
85.07,29.0,1
76.0,29.0,1
78.0,25.0,1
84.84,28.0,1
97.33,29.0,1
65.0,26.0,0
39.07,27.0,0
88.82,26.0,1
63.13,29.0,0
85.82,28.0,1
77.82,26.0,1
80.84,30.0,1
40.88,28.0,0
91.12,28.0,1
70.43,28.0,1
82.0,28.0,1
35.480000000000004,28.0,0
77.99,29.0,1
70.0,28.0,1
54.61,29.0,0
96.82,29.0,1
91.82,30.0,1
94.51,27.0,1
78.55,29.0,1
63.99,25.0,0
149.82,26.0,1
85.82,27.0,1
84.0,28.0,1
76.27,26.0,1
88.17,28.0,1
41.25,30.0,0
88.0,26.0,1
79.46,24.0,1
68.44,30.0,1
75.77,27.0,1
59.44,25.0,0
67.0,26.0,0
87.06,25.0,1
49.82,29.0,0
74.82,28.0,1
97.94,28.0,1
41.41,29.0,0
58.82,30.0,0
82.82,27.0,1
51.82,28.0,0
95.0,26.0,1
64.31,26.0,0
85.06,24.0,1
34.25,29.0,0
73.61,28.0,1
45.14,28.0,0
79.5,29.0,1
90.67,26.0,1
50.32,28.0,0
79.0,28.0,1
89.0,26.0,1
88.27,25.0,1
74.21,26.0,1
40.46,28.0,0
65.0,28.0,0
49.61,28.0,0
47.82,29.0,0
75.0,28.0,1
78.0,29.0,1
77.82,30.0,1
94.3,26.0,1
96.25,28.0,1
32.83,28.0,0
92.82,28.0,1
94.09,29.0,1
90.87,27.0,1
72.68,27.0,1
80.82,30.0,1
54.82,29.0,0
61.82,29.0,0
91.82,29.0,1
73.0,28.0,1
40.55,29.0,0
64.0,28.0,0
70.0,29.0,1
33.75,28.0,0
91.77,29.0,1
83.3,28.0,1
42.0,28.0,0
88.0,27.0,1
95.72,27.0,1
81.0,28.0,1
77.97,28.0,1
94.82,28.0,1
85.29,28.0,1
94.82,27.0,1
46.82,29.0,0
83.52,29.0,1
99.61,27.0,1
62.82,29.0,0
86.26,27.0,1
90.8,29.0,1
93.08,24.0,1
86.33,28.0,1
84.82,27.0,1
71.08,28.0,1
82.0,25.0,1
51.0,30.0,0
48.02,28.0,0
70.0,28.0,1
48.0,30.0,0
50.93,29.0,0
66.82,29.0,0
65.0,28.0,0
39.07,28.0,0
89.88,28.0,1
69.82,28.0,1
98.1,27.0,1
84.18,26.0,1
58.0,26.0,0
50.86,29.0,0
67.71,26.0,0
78.44,27.0,1
85.0,25.0,1
75.78,26.0,1
89.18,27.0,1
48.09,30.0,0
78.82,26.0,1
51.0,29.0,0
36.129999999999995,26.0,0
72.0,29.0,1
90.04,27.0,1
81.65,25.0,1
81.8,29.0,1
47.19,28.0,0
79.55,25.0,1
62.54,27.0,0
53.15,29.0,0
43.2,28.0,0
34.01,29.0,0
70.0,27.0,1
71.82,29.0,1
91.09,25.0,1
90.0,23.0,1
75.82,28.0,1
44.0,28.0,0
82.0,30.0,1
68.74000000000001,27.0,1
49.41,28.0,0
47.67,27.0,0
57.0,28.0,0
85.31,29.0,1
85.82,27.0,1
84.7,27.0,1
41.13,27.0,0
52.31,27.0,0
91.99,29.0,1
89.28,28.0,1
61.58,28.0,0
61.91,29.0,0
44.0,28.0,0
66.82,27.0,0
38.24,28.0,0
93.82,29.0,1
95.8,33.0,1
79.12,27.0,1
74.75,27.0,1
56.12,27.0,0
